KLVR Charger Detection Monitor - Started 2025-08-18 16:04:28
Monitoring: https://albums-mortgages-result-viruses.trycloudflare.com
============================================================

#  1 16:04:28 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1588mV | Δ=   0mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1626mV | AAA_OFF=1592mV | Δ=  34mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1578mV | Δ=   4mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1550mV | Δ=   6mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1528mV | AAA_OFF=1518mV | Δ=  10mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1592mV | Δ=   6mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1536mV | Δ=  28mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1598mV | Δ=   4mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1544mV | Δ=   8mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1548mV | Δ=   6mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1588mV | Δ=  30mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1594mV | Δ=   8mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1566mV | Δ=  -6mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1548mV | Δ=  12mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1592mV | Δ=  12mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1586mV | Δ=   8mV
#902 16:14:29 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#903 16:14:30 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#904 16:14:30 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#905 16:14:31 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#906 16:14:32 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#907 16:14:32 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#908 16:14:33 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#909 16:14:34 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#910 16:14:34 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#911 16:14:35 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1586mV | Δ=  -2mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1586mV | Δ=  12mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1562mV | Δ=  12mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1538mV | Δ=  -2mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1592mV | Δ=  -6mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1522mV | AAA_OFF=1516mV | Δ=   6mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=   4mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1594mV | Δ=  -2mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1590mV | Δ=   6mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1556mV | Δ=   8mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1614mV | AAA_OFF=1612mV | Δ=   2mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1604mV | Δ= -42mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1590mV | Δ=  -4mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1610mV | Δ=  -4mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1600mV | Δ=  -2mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1618mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1592mV | Δ=  -4mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1550mV | Δ=   8mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1602mV | Δ=  -2mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1538mV | Δ=   4mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1556mV | Δ=  -4mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1580mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1632mV | AAA_OFF=1632mV | Δ=   0mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1626mV | AAA_OFF=1592mV | Δ=  34mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1578mV | Δ=   4mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1550mV | Δ=   6mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1528mV | AAA_OFF=1518mV | Δ=  10mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1592mV | Δ=   6mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1536mV | Δ=  28mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1598mV | Δ=   4mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1544mV | Δ=   8mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1548mV | Δ=   6mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1588mV | Δ=  30mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1594mV | Δ=   8mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1566mV | Δ=  -6mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1548mV | Δ=  12mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1592mV | Δ=  12mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1586mV | Δ=   8mV
#912 16:14:36 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#913 16:14:36 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#914 16:14:37 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#915 16:14:38 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#916 16:14:38 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#917 16:14:39 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#918 16:14:40 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#919 16:14:40 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 48 → 1
#920 16:14:41 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#921 16:14:42 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1522mV | Δ=  28mV
#922 16:14:42 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#923 16:14:43 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#924 16:14:44 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#925 16:14:44 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#926 16:14:45 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#927 16:14:45 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#928 16:14:46 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#929 16:14:47 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#930 16:14:47 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#931 16:14:48 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1522mV | Δ=  28mV
#932 16:14:49 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#933 16:14:49 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#934 16:14:50 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#935 16:14:51 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 1 → 0
#936 16:14:51 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#937 16:14:52 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#938 16:14:53 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#939 16:14:53 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#940 16:14:54 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#941 16:14:55 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#942 16:14:56 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#943 16:14:56 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#944 16:14:57 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#945 16:14:57 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#946 16:14:58 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#947 16:14:59 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#948 16:14:59 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#949 16:15:00 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 0 → 13
#950 16:15:01 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#951 16:15:01 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1602mV | Δ=   2mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1540mV | Δ=   2mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1588mV | Δ=   0mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1552mV | Δ=  14mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1594mV | Δ=  10mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1574mV | Δ=  12mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1550mV | Δ=   8mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1522mV | AAA_OFF=1520mV | Δ=   2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1596mV | Δ=  10mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1540mV | Δ=   4mV
#952 16:15:02 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#953 16:15:03 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#954 16:15:04 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#955 16:15:04 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#956 16:15:05 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#957 16:15:06 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#958 16:15:06 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#959 16:15:07 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#960 16:15:08 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#961 16:15:08 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1602mV | Δ=   2mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1540mV | Δ=   2mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1588mV | Δ=   0mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1552mV | Δ=  14mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1594mV | Δ=  10mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1574mV | Δ=  12mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1550mV | Δ=   8mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1522mV | AAA_OFF=1520mV | Δ=   2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1596mV | Δ=  10mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1540mV | Δ=   4mV
#962 16:15:09 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#963 16:15:10 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#964 16:15:10 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 13 → 48
#965 16:15:11 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#966 16:15:12 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#967 16:15:12 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#968 16:15:13 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#969 16:15:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#970 16:15:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#971 16:15:15 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1590mV | Δ=   6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1594mV | Δ=  -2mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1590mV | Δ=   6mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1538mV | Δ=   4mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1590mV | Δ=  -6mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1516mV | AAA_OFF=1514mV | Δ=   2mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1598mV | Δ=   4mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1556mV | Δ=  10mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1612mV | AAA_OFF=1614mV | Δ=  -2mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1612mV | Δ=  -4mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1556mV | Δ=  -4mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1616mV | AAA_OFF=1602mV | Δ=  14mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1600mV | Δ=   2mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1588mV | Δ=  10mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1614mV | AAA_OFF=1614mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1602mV | Δ=   2mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1540mV | Δ=   2mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1588mV | Δ=   0mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1644mV | AAA_OFF=1638mV | Δ=   6mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1552mV | Δ=  14mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1594mV | Δ=  10mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1574mV | Δ=  12mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1550mV | Δ=   8mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1522mV | AAA_OFF=1520mV | Δ=   2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1596mV | Δ=  10mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1540mV | Δ=   4mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1598mV | Δ=   4mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1544mV | Δ=  10mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1548mV | Δ=   6mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1592mV | Δ=   6mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1596mV | Δ=   4mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1566mV | Δ=  28mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1548mV | Δ=   6mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1616mV | AAA_OFF=1590mV | Δ=  26mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1584mV | Δ=  12mV
#972 16:15:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#973 16:15:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#974 16:15:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#975 16:15:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#976 16:15:18 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#977 16:15:19 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#978 16:15:19 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#979 16:15:20 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#980 16:15:21 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#981 16:15:21 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1590mV | Δ=   6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1594mV | Δ=  -2mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1590mV | Δ=   6mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1538mV | Δ=   4mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1590mV | Δ=  -6mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1516mV | AAA_OFF=1514mV | Δ=   2mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1598mV | Δ=   4mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1556mV | Δ=  10mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1612mV | AAA_OFF=1614mV | Δ=  -2mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1612mV | Δ=  -4mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1556mV | Δ=  -4mV
