KLVR Charger Detection Monitor - Started 2025-08-18 11:24:07
Monitoring: https://thing-dresses-info-beth.trycloudflare.com
============================================================

#  1 11:24:07 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1512mV | Δ=  12mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1524mV | Δ=   6mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1504mV | AAA_OFF=1518mV | Δ= -14mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1526mV | Δ=  -2mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1514mV | Δ=   0mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1528mV | AAA_OFF=1530mV | Δ=  -2mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1498mV | AAA_OFF=1498mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1534mV | Δ=  -2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
# 52 11:24:51 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 53 11:24:52 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 54 11:24:52 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 55 11:24:53 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 56 11:24:54 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 57 11:24:55 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 58 11:24:56 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 59 11:24:57 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 60 11:24:57 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 61 11:24:58 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1512mV | Δ=  12mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1524mV | Δ=   6mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1504mV | AAA_OFF=1518mV | Δ= -14mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1526mV | Δ=  -2mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1514mV | Δ=   0mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1528mV | AAA_OFF=1530mV | Δ=  -2mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1498mV | AAA_OFF=1498mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1534mV | Δ=  -2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
# 62 11:24:59 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 63 11:24:59 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 64 11:25:00 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 65 11:25:01 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 66 11:25:02 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 67 11:25:03 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 68 11:25:03 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 69 11:25:04 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 70 11:25:05 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 71 11:25:06 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1512mV | Δ=  12mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1524mV | Δ=   6mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1504mV | AAA_OFF=1518mV | Δ= -14mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1526mV | Δ=  -2mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1514mV | Δ=   0mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1528mV | AAA_OFF=1530mV | Δ=  -2mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1498mV | AAA_OFF=1498mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1534mV | Δ=  -2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
# 72 11:25:07 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 73 11:25:08 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 74 11:25:09 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 75 11:25:10 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 76 11:25:10 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 77 11:25:11 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 78 11:25:12 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 79 11:25:13 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 80 11:25:14 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 81 11:25:15 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1512mV | Δ=  12mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1524mV | Δ=   6mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1504mV | AAA_OFF=1518mV | Δ= -14mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1526mV | Δ=  -2mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1514mV | Δ=   0mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1528mV | AAA_OFF=1530mV | Δ=  -2mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1498mV | AAA_OFF=1498mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1534mV | Δ=  -2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
# 82 11:25:16 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 83 11:25:17 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 84 11:25:18 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 85 11:25:18 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 86 11:25:19 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 87 11:25:20 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 88 11:25:21 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 89 11:25:22 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 90 11:25:22 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 91 11:25:23 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1512mV | Δ=  12mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1524mV | Δ=   6mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1504mV | AAA_OFF=1518mV | Δ= -14mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1526mV | Δ=  -2mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1514mV | Δ=   0mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1528mV | AAA_OFF=1530mV | Δ=  -2mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1498mV | AAA_OFF=1498mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1534mV | Δ=  -2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
# 92 11:25:24 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 93 11:25:25 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 94 11:25:25 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 95 11:25:26 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 96 11:25:27 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 97 11:25:28 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 98 11:25:28 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 99 11:25:29 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
#100 11:25:30 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
#101 11:25:31 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
