KLVR Charger Detection Monitor - Started 2025-08-26 12:43:57
Monitoring: http://10.110.73.155:8000
============================================================

#  1 12:43:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1540mV | Δ=   8mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1568mV | Δ=  -4mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   2mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=  -2mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1478mV | AAA_OFF=1480mV | Δ=  -2mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1494mV | AAA_OFF=1494mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1476mV | AAA_OFF=1476mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1570mV | Δ=  -2mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   2mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1484mV | AAA_OFF=1488mV | Δ=  -4mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1570mV | Δ=   2mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1548mV | Δ=   6mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1504mV | AAA_OFF=1500mV | Δ=   4mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1552mV | Δ=  10mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1582mV | Δ= -14mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1566mV | Δ=   4mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1560mV | Δ=   4mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1578mV | Δ=   4mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1544mV | Δ=  -2mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1552mV | Δ=  -4mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1566mV | Δ=  -4mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1548mV | Δ=  -8mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1486mV | AAA_OFF=1484mV | Δ=   2mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1554mV | Δ=  -4mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1494mV | AAA_OFF=1494mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1562mV | Δ=   4mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1502mV | AAA_OFF=1512mV | Δ= -10mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=   4mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1464mV | AAA_OFF=1470mV | Δ=  -6mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1578mV | Δ=  -8mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=  -2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1574mV | Δ=  -2mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1488mV | AAA_OFF=1488mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1504mV | AAA_OFF=1504mV | Δ=   0mV
#112 12:44:58 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#113 12:44:59 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#114 12:44:59 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#115 12:45:00 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#116 12:45:00 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#117 12:45:01 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#118 12:45:02 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#119 12:45:02 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#120 12:45:03 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#121 12:45:03 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1510mV | Δ=  30mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1568mV | Δ= -10mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1558mV | Δ=  -2mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1568mV | Δ=  -4mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1564mV | Δ=   8mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1500mV | AAA_OFF=1490mV | Δ=  10mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1514mV | Δ= -24mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1504mV | Δ= -14mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1574mV | Δ=   8mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1562mV | Δ=  12mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1576mV | Δ= -12mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1556mV | Δ=  18mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1562mV | Δ= -12mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1496mV | Δ=  -6mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1542mV | Δ=   4mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1586mV | Δ=  -8mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1538mV | Δ=   8mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1528mV | Δ=  20mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1512mV | AAA_OFF=1496mV | Δ=  16mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1568mV | Δ=  -8mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1574mV | Δ=   8mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1576mV | Δ= -20mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1538mV | Δ=  28mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1612mV | AAA_OFF=1594mV | Δ=  18mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1570mV | Δ=   4mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1544mV | Δ=  44mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1516mV | Δ=  34mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1494mV | AAA_OFF=1482mV | Δ=  12mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1502mV | AAA_OFF=1508mV | Δ=  -6mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=  -2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1504mV | AAA_OFF=1518mV | Δ= -14mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1566mV | Δ=  32mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1476mV | AAA_OFF=1442mV | Δ=  34mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1576mV | Δ=   8mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1544mV | Δ=  36mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1572mV | Δ=  -8mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1556mV | Δ=  12mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1510mV | AAA_OFF=1500mV | Δ=  10mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1514mV | Δ=   0mV
#122 12:45:04 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#123 12:45:04 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#124 12:45:05 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#125 12:45:05 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#126 12:45:06 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#127 12:45:06 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#128 12:45:07 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#129 12:45:08 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#130 12:45:08 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#131 12:45:09 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1510mV | Δ=  30mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1568mV | Δ= -10mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1558mV | Δ=  -2mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1568mV | Δ=  -4mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1564mV | Δ=   8mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1500mV | AAA_OFF=1490mV | Δ=  10mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1514mV | Δ= -24mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1504mV | Δ= -14mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1574mV | Δ=   8mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1562mV | Δ=  12mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1576mV | Δ= -12mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1556mV | Δ=  18mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1562mV | Δ= -12mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1496mV | Δ=  -6mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1542mV | Δ=   4mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1586mV | Δ=  -8mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1538mV | Δ=   8mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1528mV | Δ=  20mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1512mV | AAA_OFF=1496mV | Δ=  16mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1568mV | Δ=  -8mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1574mV | Δ=   8mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1576mV | Δ= -20mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1538mV | Δ=  28mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1612mV | AAA_OFF=1594mV | Δ=  18mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1570mV | Δ=   4mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1544mV | Δ=  44mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1516mV | Δ=  34mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1494mV | AAA_OFF=1482mV | Δ=  12mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1502mV | AAA_OFF=1508mV | Δ=  -6mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=  -2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1504mV | AAA_OFF=1518mV | Δ= -14mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1566mV | Δ=  32mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1476mV | AAA_OFF=1442mV | Δ=  34mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1576mV | Δ=   8mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1544mV | Δ=  36mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1572mV | Δ=  -8mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1556mV | Δ=  12mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1510mV | AAA_OFF=1500mV | Δ=  10mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1514mV | Δ=   0mV
#132 12:45:09 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#133 12:45:10 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#134 12:45:10 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#135 12:45:11 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#136 12:45:11 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#137 12:45:12 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#138 12:45:13 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#139 12:45:13 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#140 12:45:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#141 12:45:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1510mV | Δ=  30mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1568mV | Δ= -10mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1558mV | Δ=  -2mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1568mV | Δ=  -4mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1564mV | Δ=   8mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1500mV | AAA_OFF=1490mV | Δ=  10mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1514mV | Δ= -24mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1504mV | Δ= -14mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1574mV | Δ=   8mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1562mV | Δ=  12mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1576mV | Δ= -12mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1556mV | Δ=  18mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1562mV | Δ= -12mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1496mV | Δ=  -6mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1542mV | Δ=   4mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1586mV | Δ=  -8mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1538mV | Δ=   8mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1528mV | Δ=  20mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1512mV | AAA_OFF=1496mV | Δ=  16mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1568mV | Δ=  -8mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1574mV | Δ=   8mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1576mV | Δ= -20mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1538mV | Δ=  28mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1612mV | AAA_OFF=1594mV | Δ=  18mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1570mV | Δ=   4mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1544mV | Δ=  44mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1516mV | Δ=  34mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1494mV | AAA_OFF=1482mV | Δ=  12mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1502mV | AAA_OFF=1508mV | Δ=  -6mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=  -2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1504mV | AAA_OFF=1518mV | Δ= -14mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1566mV | Δ=  32mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1476mV | AAA_OFF=1442mV | Δ=  34mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1576mV | Δ=   8mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1544mV | Δ=  36mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1572mV | Δ=  -8mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1556mV | Δ=  12mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1510mV | AAA_OFF=1500mV | Δ=  10mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1514mV | Δ=   0mV
#142 12:45:15 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#143 12:45:15 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#144 12:45:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#145 12:45:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#146 12:45:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#147 12:45:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#148 12:45:18 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#149 12:45:19 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#150 12:45:19 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 48 → 47
#151 12:45:20 | [AA TEST] Total: 26 | Correct AA: 26 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1576mV | Δ= -20mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1590mV | Δ= -10mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1570mV | Δ=  -4mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1592mV | Δ=  -6mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=   0mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1554mV | Δ=  -6mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1492mV | AAA_OFF=1476mV | Δ=  16mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1508mV | Δ= -18mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=  -2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1546mV | Δ=  16mV
