KLVR Charger Detection Monitor - Started 2025-08-18 13:30:10
Monitoring: https://incorporated-unusual-trust-enjoyed.trycloudflare.com
============================================================

#  1 13:30:10 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1586mV | Δ=   6mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1642mV | AAA_OFF=1614mV | Δ=  28mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1600mV | Δ=   2mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1594mV | Δ=  16mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1602mV | Δ=   6mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1622mV | AAA_OFF=1598mV | Δ=  24mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1634mV | AAA_OFF=1608mV | Δ=  26mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1592mV | Δ=  -4mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1592mV | Δ=  -2mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1548mV | Δ=  28mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1598mV | Δ=  12mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1592mV | Δ=  14mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1538mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1566mV | Δ=  20mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    🚨 SLOT 33: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=  10mV | Δ=1570mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1516mV | AAA_OFF=1522mV | Δ=  -6mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1594mV | Δ=   8mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1544mV | Δ=   6mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1560mV | Δ=   8mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1562mV | Δ=   8mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1616mV | AAA_OFF=1578mV | Δ=  38mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1586mV | Δ=   4mV
    🚨🚨 AA MISDETECTION ALERT! 1 AA batteries detected as AAA!
    🔬 SLOT 33 DETAILS: Detected=KLVR-AAA | AAA_ON=1580mV | AAA_OFF=10mV | Δ=1570mV
#117 13:31:29 | [AA TEST] Total: 48 | Correct AA: 47 | Misdetected as AAA:  1 | 🚨 MISDETECTION!
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1590mV | Δ=  -6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1584mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1590mV | Δ=   6mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1560mV | Δ=  10mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1534mV | Δ=   8mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1644mV | AAA_OFF=1632mV | Δ=  12mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1516mV | Δ=  -2mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   2mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1590mV | Δ=   2mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1592mV | Δ=  -2mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=  -6mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1642mV | AAA_OFF=1614mV | Δ=  28mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1600mV | Δ=   2mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1594mV | Δ=  16mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1602mV | Δ=   6mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1622mV | AAA_OFF=1598mV | Δ=  24mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1634mV | AAA_OFF=1608mV | Δ=  26mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1592mV | Δ=  -4mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1592mV | Δ=  -2mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1548mV | Δ=  28mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1598mV | Δ=  12mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1592mV | Δ=  14mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1538mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1566mV | Δ=  20mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    🚨 SLOT 33: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=  10mV | Δ=1570mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1516mV | AAA_OFF=1522mV | Δ=  -6mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1594mV | Δ=   8mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1544mV | Δ=   6mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1560mV | Δ=   8mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1562mV | Δ=   8mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1616mV | AAA_OFF=1578mV | Δ=  38mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1586mV | Δ=   4mV
    🚨🚨 AA MISDETECTION ALERT! 1 AA batteries detected as AAA!
    🔬 SLOT 33 DETAILS: Detected=KLVR-AAA | AAA_ON=1580mV | AAA_OFF=10mV | Δ=1570mV
#118 13:31:30 | [AA TEST] Total: 48 | Correct AA: 47 | Misdetected as AAA:  1 | 🚨 MISDETECTION!
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1590mV | Δ=  -6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1584mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1590mV | Δ=   6mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1560mV | Δ=  10mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1534mV | Δ=   8mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1644mV | AAA_OFF=1632mV | Δ=  12mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1516mV | Δ=  -2mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   2mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1590mV | Δ=   2mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1592mV | Δ=  -2mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=  -6mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1642mV | AAA_OFF=1614mV | Δ=  28mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1600mV | Δ=   2mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1594mV | Δ=  16mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1602mV | Δ=   6mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1622mV | AAA_OFF=1598mV | Δ=  24mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1634mV | AAA_OFF=1608mV | Δ=  26mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1592mV | Δ=  -4mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1592mV | Δ=  -2mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1548mV | Δ=  28mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1598mV | Δ=  12mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1592mV | Δ=  14mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1538mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1566mV | Δ=  20mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    🚨 SLOT 33: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=  10mV | Δ=1570mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1516mV | AAA_OFF=1522mV | Δ=  -6mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1594mV | Δ=   8mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1544mV | Δ=   6mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1560mV | Δ=   8mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1562mV | Δ=   8mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1616mV | AAA_OFF=1578mV | Δ=  38mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1586mV | Δ=   4mV
    🚨🚨 AA MISDETECTION ALERT! 1 AA batteries detected as AAA!
    🔬 SLOT 33 DETAILS: Detected=KLVR-AAA | AAA_ON=1580mV | AAA_OFF=10mV | Δ=1570mV
#119 13:31:30 | [AA TEST] Total: 48 | Correct AA: 47 | Misdetected as AAA:  1 | 🚨 MISDETECTION!
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1590mV | Δ=  -6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1584mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1590mV | Δ=   6mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1560mV | Δ=  10mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1534mV | Δ=   8mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1644mV | AAA_OFF=1632mV | Δ=  12mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1516mV | Δ=  -2mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   2mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1590mV | Δ=   2mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1592mV | Δ=  -2mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=  -6mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1642mV | AAA_OFF=1614mV | Δ=  28mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1600mV | Δ=   2mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1594mV | Δ=  16mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1602mV | Δ=   6mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1622mV | AAA_OFF=1598mV | Δ=  24mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1634mV | AAA_OFF=1608mV | Δ=  26mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1592mV | Δ=  -4mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1592mV | Δ=  -2mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1548mV | Δ=  28mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1598mV | Δ=  12mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1592mV | Δ=  14mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1538mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1566mV | Δ=  20mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    🚨 SLOT 33: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=  10mV | Δ=1570mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1516mV | AAA_OFF=1522mV | Δ=  -6mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1594mV | Δ=   8mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1544mV | Δ=   6mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1560mV | Δ=   8mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1562mV | Δ=   8mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1616mV | AAA_OFF=1578mV | Δ=  38mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1586mV | Δ=   4mV
    🚨🚨 AA MISDETECTION ALERT! 1 AA batteries detected as AAA!
    🔬 SLOT 33 DETAILS: Detected=KLVR-AAA | AAA_ON=1580mV | AAA_OFF=10mV | Δ=1570mV
#120 13:31:31 | [AA TEST] Total: 48 | Correct AA: 47 | Misdetected as AAA:  1 | 🚨 MISDETECTION!
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1590mV | Δ=  -6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1584mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1590mV | Δ=   6mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1560mV | Δ=  10mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1534mV | Δ=   8mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1644mV | AAA_OFF=1632mV | Δ=  12mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1516mV | Δ=  -2mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   2mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1590mV | Δ=   2mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1592mV | Δ=  -2mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=  -6mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1642mV | AAA_OFF=1614mV | Δ=  28mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1600mV | Δ=   2mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1594mV | Δ=  16mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1602mV | Δ=   6mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1622mV | AAA_OFF=1598mV | Δ=  24mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1634mV | AAA_OFF=1608mV | Δ=  26mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1592mV | Δ=  -4mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1592mV | Δ=  -2mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1548mV | Δ=  28mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1598mV | Δ=  12mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1592mV | Δ=  14mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1538mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1566mV | Δ=  20mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    🚨 SLOT 33: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=  10mV | Δ=1570mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1516mV | AAA_OFF=1522mV | Δ=  -6mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1594mV | Δ=   8mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1544mV | Δ=   6mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1560mV | Δ=   8mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1562mV | Δ=   8mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1616mV | AAA_OFF=1578mV | Δ=  38mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1586mV | Δ=   4mV
    🚨🚨 AA MISDETECTION ALERT! 1 AA batteries detected as AAA!
    🔬 SLOT 33 DETAILS: Detected=KLVR-AAA | AAA_ON=1580mV | AAA_OFF=10mV | Δ=1570mV
#121 13:31:32 | [AA TEST] Total: 48 | Correct AA: 47 | Misdetected as AAA:  1 | 🚨 MISDETECTION!
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1590mV | Δ=  -6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1584mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1590mV | Δ=   6mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1560mV | Δ=  10mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1534mV | Δ=   8mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1644mV | AAA_OFF=1632mV | Δ=  12mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
