KLVR Charger Detection Monitor - Started 2025-08-28 13:23:47
Monitoring: http://10.110.73.155:8000
============================================================

#  1 13:23:47 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1322mV | Δ=   4mV | Cycle=1
    📥 BATTERY COUNT: 40 → 47
# 95 13:24:57 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 96 13:24:57 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 97 13:24:58 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 98 13:24:59 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 99 13:25:00 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#100 13:25:00 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#101 13:25:01 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1332mV | AAA_OFF=1336mV | Δ=  -4mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1314mV | AAA_OFF=1318mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1336mV | Δ= -10mV | Cycle=3
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1328mV | Δ=   0mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1330mV | Δ=  -6mV | Cycle=3
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1336mV | Δ=   0mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1330mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1324mV | Δ=   0mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1318mV | AAA_OFF=1314mV | Δ=   4mV | Cycle=3
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1576mV | Δ=  10mV | Cycle=1
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1534mV | Δ=   0mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   2mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1558mV | Δ=   2mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=   0mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1538mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1548mV | Δ= -10mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1564mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1572mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1330mV | Δ=  -6mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1574mV | Δ=  -6mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV | Cycle=3
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1554mV | Δ=  28mV | Cycle=3
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1328mV | Δ=   6mV | Cycle=3
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1338mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1334mV | Δ=  26mV | Cycle=3
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1318mV | Δ=   6mV | Cycle=1
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1338mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1556mV | Δ= -10mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1576mV | Δ=  10mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=   0mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1570mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1570mV | Δ=   8mV | Cycle=3
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1586mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1332mV | AAA_OFF=1326mV | Δ=   6mV | Cycle=3
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1358mV | AAA_OFF=1358mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1350mV | AAA_OFF=1338mV | Δ=  12mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1574mV | Δ= -14mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1550mV | Δ=  30mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1550mV | Δ=   4mV | Cycle=2
#102 13:25:02 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#103 13:25:03 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#104 13:25:03 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#105 13:25:04 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#106 13:25:05 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#107 13:25:05 | [AA TEST] Total: 13 | Correct AA: 13 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 47 → 13
#108 13:25:06 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 13 → 4
#109 13:25:07 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#110 13:25:08 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#111 13:25:08 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1572mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1554mV | Δ=  28mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1550mV | Δ=   4mV | Cycle=2
#112 13:25:09 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#113 13:25:10 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#114 13:25:11 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#115 13:25:11 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#116 13:25:12 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#117 13:25:13 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#118 13:25:14 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#119 13:25:14 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#120 13:25:15 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#121 13:25:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1330mV | AAA_OFF=1338mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1314mV | AAA_OFF=1320mV | Δ=  -6mV | Cycle=1
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1338mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1330mV | AAA_OFF=1330mV | Δ=   0mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1328mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1330mV | Δ=   8mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1336mV | Δ= -10mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1326mV | Δ=   2mV | Cycle=1
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1322mV | AAA_OFF=1320mV | Δ=   2mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1306mV | AAA_OFF=1312mV | Δ=  -6mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1546mV | Δ= -14mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1564mV | Δ=   2mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1580mV | Δ=   0mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1534mV | Δ=   8mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1544mV | Δ=  12mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1540mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1554mV | Δ=  12mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   2mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1334mV | Δ=  -8mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1576mV | Δ= -14mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1320mV | AAA_OFF=1330mV | Δ= -10mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1336mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1336mV | Δ= -12mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1322mV | Δ=   2mV | Cycle=3
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1340mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1550mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1570mV | Δ=  28mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1580mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1568mV | Δ=  10mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1330mV | AAA_OFF=1330mV | Δ=   0mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1386mV | AAA_OFF=1360mV | Δ=  26mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1344mV | AAA_OFF=1342mV | Δ=   2mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1542mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    📥 BATTERY COUNT: 4 → 48
#122 13:25:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#123 13:25:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#124 13:25:18 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#125 13:25:19 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#126 13:25:19 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#127 13:25:20 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#128 13:25:21 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#129 13:25:22 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#130 13:25:22 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#131 13:25:23 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1330mV | AAA_OFF=1338mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1314mV | AAA_OFF=1320mV | Δ=  -6mV | Cycle=1
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1338mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1330mV | AAA_OFF=1330mV | Δ=   0mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1328mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1330mV | Δ=   8mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1336mV | Δ= -10mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1326mV | Δ=   2mV | Cycle=1
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1322mV | AAA_OFF=1320mV | Δ=   2mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1306mV | AAA_OFF=1312mV | Δ=  -6mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1546mV | Δ= -14mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1564mV | Δ=   2mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1580mV | Δ=   0mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1534mV | Δ=   8mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1544mV | Δ=  12mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1540mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1554mV | Δ=  12mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   2mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1334mV | Δ=  -8mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1576mV | Δ= -14mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1320mV | AAA_OFF=1330mV | Δ= -10mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1336mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1336mV | Δ= -12mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1322mV | Δ=   2mV | Cycle=3
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1340mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1550mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1570mV | Δ=  28mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1580mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1568mV | Δ=  10mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1330mV | AAA_OFF=1330mV | Δ=   0mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1386mV | AAA_OFF=1360mV | Δ=  26mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1344mV | AAA_OFF=1342mV | Δ=   2mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1542mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#132 13:25:24 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#133 13:25:25 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#134 13:25:25 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#135 13:25:26 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#136 13:25:27 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#137 13:25:28 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#138 13:25:28 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#139 13:25:29 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#140 13:25:30 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#141 13:25:31 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1330mV | AAA_OFF=1338mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1314mV | AAA_OFF=1320mV | Δ=  -6mV | Cycle=1
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1338mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1330mV | AAA_OFF=1330mV | Δ=   0mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1328mV | Δ=  -2mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1330mV | Δ=   8mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1336mV | Δ= -10mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1326mV | Δ=   2mV | Cycle=1
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1322mV | AAA_OFF=1320mV | Δ=   2mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1306mV | AAA_OFF=1312mV | Δ=  -6mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1580mV | Δ=   0mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1534mV | Δ=   8mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1544mV | Δ=  12mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1540mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1554mV | Δ=  12mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   2mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1334mV | Δ=  -8mV | Cycle=2
